YEAR,TRAIL,PLOT,SAMPLING_UNIT,SUBFAMILY,GENUS,SPECIES,TAXON,FUNCTIONAL_GROUP,N_OF_WORKERS
2012,LO5,4500,LO5_4500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,1
2012,LO5,4500,LO5_4500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,2
2012,LO5,4500,LO5_4500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,13
2012,LO5,4500,LO5_4500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,10
2012,LO5,4500,LO5_4500,Myrmicinae,Solenopsis,sp_11,Solenopsis_sp_11,Ground_dwelling_omnivores,5
2012,LO5,4500,LO5_4500,Myrmicinae,Solenopsis,sp_17,Solenopsis_sp_17,Ground_dwelling_omnivores,1
2012,LO5,4500,LO5_4500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,9
2012,LO5,4500,LO5_4500,Myrmicinae,Strumigenys,sp_04,Strumigenys_sp_04,Ground_dwelling_specialist_predators,1
2012,LO5,4500,LO5_4500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,10
2012,LO5,4500,LO5_4500,Ponerinae,Hypoponera,sp_02,Hypoponera_sp_02,Ground_dwelling_generalist_predators,2
2012,LO5,4500,LO5_4500,Ponerinae,Mayaponera,constricta,Mayaponera_constricta,Ground_dwelling_generalist_predators,2
2012,LO5,4500,LO5_4500,Ponerinae,Neoponera,commutata,Neoponera_commutata,Raid_hunting_predators,5
2012,LO5,4500,LO5_4500,Ponerinae,Odontomachus,scalptus,Odontomachus_scalptus,Ground_dwelling_generalist_predators,1
2012,LO5,4500,LO5_4500,Ponerinae,Pachycondyla,striata,Pachycondyla_striata,Ground_dwelling_generalist_predators,1
2012,LO6,500,LO6_0500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,6
2012,LO6,500,LO6_0500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,9
2012,LO6,500,LO6_0500,Formicinae,Camponotus,femoratus,Camponotus_femoratus,Arboreal_omnivores,9
2012,LO6,500,LO6_0500,Formicinae,Camponotus,rapax,Camponotus_rapax,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Formicinae,Nylanderia,caeciliae,Nylanderia_caeciliae,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Carebara,urichi,Carebara_urichi,Ground_dwelling_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,2
2012,LO6,500,LO6_0500,Myrmicinae,Crematogaster,limata,Crematogaster_limata,Arboreal_omnivores,23
2012,LO6,500,LO6_0500,Myrmicinae,Cyphomyrmex,rimosus,Cyphomyrmex_rimosus,Cryptobiotic_attines,3
2012,LO6,500,LO6_0500,Myrmicinae,Myrmicocrypta,sp_04,Myrmicocrypta_sp_04,Cryptobiotic_attines,2
2012,LO6,500,LO6_0500,Myrmicinae,Paratrachymyrmex,opulentus,Paratrachymyrmex_opulentus,Leaf_cutters,2
2012,LO6,500,LO6_0500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,2
2012,LO6,500,LO6_0500,Myrmicinae,Paratrachymyrmex,sp_07,Paratrachymyrmex_sp_07,Leaf_cutters,1
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,2
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,7
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,15
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,2
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,13
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,7
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_48,Pheidole_sp_48,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,sp_54,Pheidole_sp_54,Generalist_omnivores,7
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Pheidole,vorax,Pheidole_vorax,Generalist_omnivores,1
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,4
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,9
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,4
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,sp_09,Solenopsis_sp_09,Ground_dwelling_omnivores,2
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,sp_11,Solenopsis_sp_11,Ground_dwelling_omnivores,7
2012,LO6,500,LO6_0500,Myrmicinae,Solenopsis,sp_17,Solenopsis_sp_17,Ground_dwelling_omnivores,2
2012,LO6,500,LO6_0500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,1
2012,LO6,500,LO6_0500,Myrmicinae,Strumigenys,elongata,Strumigenys_elongata,Ground_dwelling_specialist_predators,3
2012,LO6,500,LO6_0500,Myrmicinae,Strumigenys,perparva,Strumigenys_perparva,Ground_dwelling_specialist_predators,1
2012,LO6,500,LO6_0500,Myrmicinae,Strumigenys,sp_03,Strumigenys_sp_03,Ground_dwelling_specialist_predators,1
2012,LO6,500,LO6_0500,Myrmicinae,Strumigenys,sp_04,Strumigenys_sp_04,Ground_dwelling_specialist_predators,5
2012,LO6,500,LO6_0500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,6
2012,LO6,500,LO6_0500,Ponerinae,Centromyrmex,gigas,Centromyrmex_gigas,Ground_dwelling_specialist_predators,1
2012,LO6,500,LO6_0500,Ponerinae,Mayaponera,constricta,Mayaponera_constricta,Ground_dwelling_generalist_predators,1
2012,LO6,500,LO6_0500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,20
2012,LO6,1500,LO6_1500,Dorylinae,Labidus,praedator,Labidus_praedator,Raid_hunting_predators,9
2012,LO6,1500,LO6_1500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,13
2012,LO6,1500,LO6_1500,Formicinae,Camponotus,femoratus,Camponotus_femoratus,Arboreal_omnivores,24
2012,LO6,1500,LO6_1500,Formicinae,Nylanderia,caeciliae,Nylanderia_caeciliae,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Formicinae,Nylanderia,sp_04,Nylanderia_sp_04,Generalist_omnivores,2
2012,LO6,1500,LO6_1500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,2
2012,LO6,1500,LO6_1500,Myrmicinae,Crematogaster,limata,Crematogaster_limata,Arboreal_omnivores,3
2012,LO6,1500,LO6_1500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,27
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,nitella,Pheidole_nitella,Generalist_omnivores,3
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,6
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,5
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_11,Pheidole_sp_11,Generalist_omnivores,2
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_16,Pheidole_sp_16,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_17,Pheidole_sp_17,Generalist_omnivores,7
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,14
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,3
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_48,Pheidole_sp_48,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,sp_53,Pheidole_sp_53,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,9
2012,LO6,1500,LO6_1500,Myrmicinae,Solenopsis,geminata,Solenopsis_geminata,Ground_dwelling_omnivores,1
2012,LO6,1500,LO6_1500,Myrmicinae,Solenopsis,sp_11,Solenopsis_sp_11,Ground_dwelling_omnivores,2
2012,LO6,1500,LO6_1500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,4
2012,LO6,1500,LO6_1500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,178
2012,LO6,1500,LO6_1500,Ponerinae,Hypoponera,sp_01,Hypoponera_sp_01,Ground_dwelling_generalist_predators,1
2012,LO6,1500,LO6_1500,Ponerinae,Odontomachus,caelatus,Odontomachus_caelatus,Ground_dwelling_generalist_predators,6
2012,LO6,1500,LO6_1500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,1
2012,LO6,1500,LO6_1500,Ponerinae,Pachycondyla,globularia,Pachycondyla_globularia,Ground_dwelling_generalist_predators,1
2012,LO6,2500,LO6_2500,Dorylinae,Labidus,coecus,Labidus_coecus,Raid_hunting_predators,1
2012,LO6,2500,LO6_2500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,2
2012,LO6,2500,LO6_2500,Ectatomminae,Gnamptogenys,sp_01,Gnamptogenys_sp_01,Ground_dwelling_generalist_predators,1
2012,LO6,2500,LO6_2500,Ectatomminae,Gnamptogenys,tortuolosa,Gnamptogenys_tortuolosa,Ground_dwelling_generalist_predators,5
2012,LO6,2500,LO6_2500,Formicinae,Camponotus,atriceps,Camponotus_atriceps,Arboreal_omnivores,1
2012,LO6,2500,LO6_2500,Formicinae,Camponotus,femoratus,Camponotus_femoratus,Arboreal_omnivores,2
2012,LO6,2500,LO6_2500,Myrmicinae,Crematogaster,sotobosque,Crematogaster_sotobosque,Generalist_omnivores,5
2012,LO6,2500,LO6_2500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,5
2012,LO6,2500,LO6_2500,Myrmicinae,Megalomyrmex,sp_01,Megalomyrmex_sp_01,Ground_dwelling_omnivores,6
2012,LO6,2500,LO6_2500,Myrmicinae,Ochetomyrmex,neopolitus,Ochetomyrmex_neopolitus,Ground_dwelling_omnivores,31
2012,LO6,2500,LO6_2500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,3
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,2
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_17,Pheidole_sp_17,Generalist_omnivores,1
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_31,Pheidole_sp_31,Generalist_omnivores,2
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,2
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_41,Pheidole_sp_41,Generalist_omnivores,4
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_47,Pheidole_sp_47,Generalist_omnivores,1
2012,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_55,Pheidole_sp_55,Generalist_omnivores,3
2012,LO6,2500,LO6_2500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,4
2012,LO6,2500,LO6_2500,Myrmicinae,Solenopsis,sp_11,Solenopsis_sp_11,Ground_dwelling_omnivores,1
2012,LO6,2500,LO6_2500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,5
2012,LO6,2500,LO6_2500,Ponerinae,Mayaponera,constricta,Mayaponera_constricta,Ground_dwelling_generalist_predators,1
2012,LO6,2500,LO6_2500,Ponerinae,Neoponera,apicalis,Neoponera_apicalis,Ground_dwelling_generalist_predators,5
2012,LO6,2500,LO6_2500,Ponerinae,Pachycondyla,striata,Pachycondyla_striata,Ground_dwelling_generalist_predators,1
2012,LO6,3500,LO6_3500,Amblyoponinae,Prionopelta,punctulata,Prionopelta_punctulata,Ground_dwelling_specialist_predators,3
2012,LO6,3500,LO6_3500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,5
2012,LO6,3500,LO6_3500,Formicinae,Nylanderia,caeciliae,Nylanderia_caeciliae,Generalist_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,92
2012,LO6,3500,LO6_3500,Myrmicinae,Mycetomoellerius,farinosus,Mycetomoellerius_farinosus,Leaf_cutters,1
2012,LO6,3500,LO6_3500,Myrmicinae,Octostruma,balzani,Octostruma_balzani,Ground_dwelling_specialist_predators,1
2012,LO6,3500,LO6_3500,Myrmicinae,Paratrachymyrmex,cornetzi,Paratrachymyrmex_cornetzi,Leaf_cutters,1
2012,LO6,3500,LO6_3500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,1
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,3
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,14
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,8
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_18,Pheidole_sp_18,Generalist_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_19,Pheidole_sp_19,Generalist_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_53,Pheidole_sp_53,Generalist_omnivores,3
2012,LO6,3500,LO6_3500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,4
2012,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,1
2012,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,12
2012,LO6,3500,LO6_3500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,3
2012,LO6,3500,LO6_3500,Myrmicinae,Strumigenys,perparva,Strumigenys_perparva,Ground_dwelling_specialist_predators,1
2012,LO6,3500,LO6_3500,Myrmicinae,Strumigenys,sp_04,Strumigenys_sp_04,Ground_dwelling_specialist_predators,1
2012,LO6,3500,LO6_3500,Myrmicinae,Strumigenys,sp_09,Strumigenys_sp_09,Ground_dwelling_specialist_predators,1
2012,LO6,3500,LO6_3500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,18
2012,LO6,3500,LO6_3500,Ponerinae,Anochetus,diegensis,Anochetus_diegensis,Ground_dwelling_generalist_predators,1
2012,LO6,3500,LO6_3500,Ponerinae,Hypoponera,sp_10,Hypoponera_sp_10,Ground_dwelling_generalist_predators,1
2012,LO6,3500,LO6_3500,Ponerinae,Pachycondyla,striata,Pachycondyla_striata,Ground_dwelling_generalist_predators,1
2012,LO6,4500,LO6_4500,Dolichoderinae,Azteca,sp_01,Azteca_sp_01,Arboreal_omnivores,2
2012,LO6,4500,LO6_4500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,6
2012,LO6,4500,LO6_4500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,15
2012,LO6,4500,LO6_4500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,5
2012,LO6,4500,LO6_4500,Ectatomminae,Holcoponera,relicta,Holcoponera_relicta,Ground_dwelling_generalist_predators,1
2012,LO6,4500,LO6_4500,Formicinae,Nylanderia,caeciliae,Nylanderia_caeciliae,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,3
2012,LO6,4500,LO6_4500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,14
2012,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,14
2012,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,sotobosque,Crematogaster_sotobosque,Generalist_omnivores,2
2012,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,2
2012,LO6,4500,LO6_4500,Myrmicinae,Ochetomyrmex,semipolitus,Ochetomyrmex_semipolitus,Ground_dwelling_omnivores,7
2012,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,opulentus,Paratrachymyrmex_opulentus,Leaf_cutters,1
2012,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,sp_01,Paratrachymyrmex_sp_01,Leaf_cutters,1
2012,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,3
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,10
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,cataractae,Pheidole_cataractae,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,2
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,meinerti,Pheidole_meinerti,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,2
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_03,Pheidole_sp_03,Generalist_omnivores,4
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_17,Pheidole_sp_17,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_19,Pheidole_sp_19,Generalist_omnivores,13
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_23,Pheidole_sp_23,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_25,Pheidole_sp_25,Generalist_omnivores,5
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_31,Pheidole_sp_31,Generalist_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_54,Pheidole_sp_54,Generalist_omnivores,9
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_55,Pheidole_sp_55,Generalist_omnivores,11
2012,LO6,4500,LO6_4500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,5
2012,LO6,4500,LO6_4500,Myrmicinae,Sericomyrmex,sp_05,Sericomyrmex_sp_05,Cryptobiotic_attines,1
2012,LO6,4500,LO6_4500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,1
2012,LO6,4500,LO6_4500,Myrmicinae,Solenopsis,sp_17,Solenopsis_sp_17,Ground_dwelling_omnivores,2
2012,LO6,4500,LO6_4500,Myrmicinae,Wasmannia,scrobifera,Wasmannia_scrobifera,Ground_dwelling_omnivores,1
2012,LO6,4500,LO6_4500,Ponerinae,Hypoponera,sp_11,Hypoponera_sp_11,Ground_dwelling_generalist_predators,1
2012,LO6,4500,LO6_4500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,3
2012,LO7,500,LO7_0500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,5
2012,LO7,500,LO7_0500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,10
2012,LO7,500,LO7_0500,Formicinae,Nylanderia,caeciliae,Nylanderia_caeciliae,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,8
2012,LO7,500,LO7_0500,Myrmicinae,Crematogaster,sotobosque,Crematogaster_sotobosque,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,5
2012,LO7,500,LO7_0500,Myrmicinae,Cyphomyrmex,rimosus,Cyphomyrmex_rimosus,Cryptobiotic_attines,1
2012,LO7,500,LO7_0500,Myrmicinae,Cyphomyrmex,sp_06,Cyphomyrmex_sp_06,Cryptobiotic_attines,1
2012,LO7,500,LO7_0500,Myrmicinae,Mycocepurus,smithii,Mycocepurus_smithii,Cryptobiotic_attines,1
2012,LO7,500,LO7_0500,Myrmicinae,Ochetomyrmex,semipolitus,Ochetomyrmex_semipolitus,Ground_dwelling_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Octostruma,balzani,Octostruma_balzani,Ground_dwelling_specialist_predators,1
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,1
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,cataractae,Pheidole_cataractae,Generalist_omnivores,1
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,nitella,Pheidole_nitella,Generalist_omnivores,7
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,8
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,9
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_11,Pheidole_sp_11,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_29,Pheidole_sp_29,Generalist_omnivores,1
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_31,Pheidole_sp_31,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,12
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Pheidole,vorax,Pheidole_vorax,Generalist_omnivores,4
2012,LO7,500,LO7_0500,Myrmicinae,Sericomyrmex,sp_05,Sericomyrmex_sp_05,Cryptobiotic_attines,1
2012,LO7,500,LO7_0500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,20
2012,LO7,500,LO7_0500,Myrmicinae,Solenopsis,sp_11,Solenopsis_sp_11,Ground_dwelling_omnivores,2
2012,LO7,500,LO7_0500,Myrmicinae,Solenopsis,sp_17,Solenopsis_sp_17,Ground_dwelling_omnivores,3
2012,LO7,500,LO7_0500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,3
2012,LO7,500,LO7_0500,Myrmicinae,Strumigenys,sp_04,Strumigenys_sp_04,Ground_dwelling_specialist_predators,3
2012,LO7,500,LO7_0500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,2
2012,LO7,500,LO7_0500,Ponerinae,Neoponera,apicalis,Neoponera_apicalis,Ground_dwelling_generalist_predators,1
2012,LO7,500,LO7_0500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,3
2012,LO7,500,LO7_0500,Ponerinae,Pachycondyla,marginata,Pachycondyla_marginata,Ground_dwelling_generalist_predators,1
2012,LO7,1500,LO7_1500,Dolichoderinae,Azteca,sp_01,Azteca_sp_01,Arboreal_omnivores,3
2012,LO7,1500,LO7_1500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,6
2012,LO7,1500,LO7_1500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,3
2012,LO7,1500,LO7_1500,Ectatomminae,Gnamptogenys,acuminata,Gnamptogenys_acuminata,Ground_dwelling_generalist_predators,1
2012,LO7,1500,LO7_1500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,2
2012,LO7,1500,LO7_1500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,1
2012,LO7,1500,LO7_1500,Myrmicinae,Apterostigma,sp_05,Apterostigma_sp_05,Cryptobiotic_attines,1
2012,LO7,1500,LO7_1500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,5
2012,LO7,1500,LO7_1500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,16
2012,LO7,1500,LO7_1500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,3
2012,LO7,1500,LO7_1500,Myrmicinae,Cyphomyrmex,sp_05,Cyphomyrmex_sp_05,Cryptobiotic_attines,3
2012,LO7,1500,LO7_1500,Myrmicinae,Cyphomyrmex,sp_07,Cyphomyrmex_sp_07,Cryptobiotic_attines,1
2012,LO7,1500,LO7_1500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,1
2012,LO7,1500,LO7_1500,Myrmicinae,Pheidole,flavens,Pheidole_flavens,Generalist_omnivores,1
2012,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,6
2012,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_14,Pheidole_sp_14,Generalist_omnivores,2
